Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count
Nike	51	24	0	0	1.0	1.716	0.29	1.3979	2.0
nobler	27	24	26	23	0.53	1.4472	0.29	1.3979	2.0
nutmeg	36	24	30	22	0.71	1.5682	0.29	1.3979	2.0
nutter	29	24	20	17	0.57	1.4771	0.29	1.3979	2.0
obese	25	24	25	24	0.49	1.415	0.29	1.3979	2.0
orbits	29	24	29	24	0.57	1.4771	0.29	1.3979	2.0
outlines	26	24	25	23	0.51	1.4314	0.29	1.3979	2.0
packaged	26	24	24	23	0.51	1.4314	0.29	1.3979	2.0
Packers	38	24	18	8	0.75	1.5911	0.29	1.3979	2.0
peddler	30	24	28	22	0.59	1.4914	0.29	1.3979	2.0
pennant	38	24	36	24	0.75	1.5911	0.29	1.3979	2.0
pester	27	24	23	21	0.53	1.4472	0.29	1.3979	2.0
piston	60	24	36	21	1.18	1.7853	0.29	1.3979	2.0
pitchers	30	24	26	22	0.59	1.4914	0.29	1.3979	2.0
poignant	26	24	26	24	0.51	1.4314	0.29	1.3979	2.0
porker	31	24	25	21	0.61	1.5051	0.29	1.3979	2.0
pouty	29	24	28	23	0.57	1.4771	0.29	1.3979	2.0
preface	28	24	28	24	0.55	1.4624	0.29	1.3979	2.0
preying	25	24	23	22	0.49	1.415	0.29	1.3979	2.0
procure	24	24	24	24	0.47	1.3979	0.29	1.3979	2.0
pushers	36	24	25	23	0.71	1.5682	0.29	1.3979	2.0
ramble	31	24	24	19	0.61	1.5051	0.29	1.3979	2.0
rancid	25	24	23	22	0.49	1.415	0.29	1.3979	2.0
ravage	27	24	24	22	0.53	1.4472	0.29	1.3979	2.0
reasoned	27	24	25	24	0.53	1.4472	0.29	1.3979	2.0
rectum	25	24	23	22	0.49	1.415	0.29	1.3979	2.0
redheads	28	24	24	20	0.55	1.4624	0.29	1.3979	2.0
rescind	27	24	25	22	0.53	1.4472	0.29	1.3979	2.0
richly	26	24	26	24	0.51	1.4314	0.29	1.3979	2.0
rooming	33	24	30	22	0.65	1.5315	0.29	1.3979	2.0
rousing	25	24	24	23	0.49	1.415	0.29	1.3979	2.0
ruffle	29	24	29	24	0.57	1.4771	0.29	1.3979	2.0
salted	29	24	27	23	0.57	1.4771	0.29	1.3979	2.0
sampled	24	24	23	23	0.47	1.3979	0.29	1.3979	2.0
scaffold	28	24	26	22	0.55	1.4624	0.29	1.3979	2.0
Scottie	90	24	0	0	1.76	1.959	0.29	1.3979	2.0
scuttle	41	24	24	19	0.8	1.6232	0.29	1.3979	2.0
showbiz	25	24	22	21	0.49	1.415	0.29	1.3979	2.0
showcase	31	24	29	22	0.61	1.5051	0.29	1.3979	2.0
sketching	28	24	25	23	0.55	1.4624	0.29	1.3979	2.0
skimpy	25	24	24	23	0.49	1.415	0.29	1.3979	2.0
skirmish	28	24	27	23	0.55	1.4624	0.29	1.3979	2.0
snafu	27	24	24	21	0.53	1.4472	0.29	1.3979	2.0
sneaker	35	24	30	20	0.69	1.5563	0.29	1.3979	2.0
sparing	24	24	22	22	0.47	1.3979	0.29	1.3979	2.0
sprinkled	27	24	24	22	0.53	1.4472	0.29	1.3979	2.0
squishy	38	24	20	18	0.75	1.5911	0.29	1.3979	2.0
starry	37	24	31	21	0.73	1.5798	0.29	1.3979	2.0
striptease	34	24	33	24	0.67	1.5441	0.29	1.3979	2.0
striving	24	24	24	24	0.47	1.3979	0.29	1.3979	2.0
sublet	30	24	30	24	0.59	1.4914	0.29	1.3979	2.0
swordfish	52	24	31	18	1.02	1.7243	0.29	1.3979	2.0
Taipei	56	24	0	0	1.1	1.7559	0.29	1.3979	2.0
termite	38	24	37	23	0.75	1.5911	0.29	1.3979	2.0
thirteenth	40	24	32	20	0.78	1.6128	0.29	1.3979	2.0
thyroid	28	24	25	21	0.55	1.4624	0.29	1.3979	2.0
tightened	24	24	23	23	0.47	1.3979	0.29	1.3979	2.0
timbers	31	24	30	23	0.61	1.5051	0.29	1.3979	2.0
Titan	74	24	5	5	1.45	1.8751	0.29	1.3979	2.0
tolling	40	24	29	18	0.78	1.6128	0.29	1.3979	2.0
toothpicks	40	24	37	24	0.78	1.6128	0.29	1.3979	2.0
torrid	28	24	27	23	0.55	1.4624	0.29	1.3979	2.0
trailers	28	24	28	24	0.55	1.4624	0.29	1.3979	2.0
truckers	40	24	34	24	0.78	1.6128	0.29	1.3979	2.0
unwrap	25	24	21	21	0.49	1.415	0.29	1.3979	2.0
upkeep	26	24	25	24	0.51	1.4314	0.29	1.3979	2.0
Vamos	62	24	3	3	1.22	1.7993	0.29	1.3979	2.0
visor	30	24	27	23	0.59	1.4914	0.29	1.3979	2.0
vowel	36	24	35	24	0.71	1.5682	0.29	1.3979	2.0
warships	33	24	31	23	0.65	1.5315	0.29	1.3979	2.0
welded	31	24	27	20	0.61	1.5051	0.29	1.3979	2.0
westward	24	24	16	16	0.47	1.3979	0.29	1.3979	2.0
wobble	30	24	27	21	0.59	1.4914	0.29	1.3979	2.0
wrestlers	37	24	32	23	0.73	1.5798	0.29	1.3979	2.0
ailment	26	23	26	23	0.51	1.4314	0.27	1.3802	2.0
Alden	85	23	0	0	1.67	1.9345	0.27	1.3802	2.0
appease	25	23	25	23	0.49	1.415	0.27	1.3802	2.0
assessed	23	23	23	23	0.45	1.3802	0.27	1.3802	2.0
auctioned	27	23	26	23	0.53	1.4472	0.27	1.3802	2.0
banshee	57	23	29	19	1.12	1.7634	0.27	1.3802	2.0
Beckett	148	23	0	0	2.9	2.1732	0.27	1.3802	2.0
Bedlam	62	23	16	15	1.22	1.7993	0.27	1.3802	2.0
begrudge	24	23	24	23	0.47	1.3979	0.27	1.3802	2.0
belted	26	23	25	23	0.51	1.4314	0.27	1.3802	2.0
blacker	29	23	28	22	0.57	1.4771	0.27	1.3802	2.0
bloodline	30	23	30	23	0.59	1.4914	0.27	1.3802	2.0
bluntly	25	23	24	22	0.49	1.415	0.27	1.3802	2.0
boatload	24	23	23	22	0.47	1.3979	0.27	1.3802	2.0
borrows	25	23	24	23	0.49	1.415	0.27	1.3802	2.0
boyhood	31	23	31	23	0.61	1.5051	0.27	1.3802	2.0
breakups	23	23	17	17	0.45	1.3802	0.27	1.3802	2.0
bucko	32	23	28	22	0.63	1.5185	0.27	1.3802	2.0
Buckwheat	24	23	10	10	0.47	1.3979	0.27	1.3802	2.0
budgets	25	23	24	22	0.49	1.415	0.27	1.3802	2.0
canteens	32	23	32	23	0.63	1.5185	0.27	1.3802	2.0
carpal	25	23	24	22	0.49	1.415	0.27	1.3802	2.0
cartwheels	24	23	22	21	0.47	1.3979	0.27	1.3802	2.0
Celtic	28	23	1	1	0.55	1.4624	0.27	1.3802	2.0
chiffon	25	23	22	20	0.49	1.415	0.27	1.3802	2.0
childlike	32	23	31	22	0.63	1.5185	0.27	1.3802	2.0
churning	25	23	22	22	0.49	1.415	0.27	1.3802	2.0
cloaking	42	23	38	23	0.82	1.6335	0.27	1.3802	2.0
clucking	29	23	22	19	0.57	1.4771	0.27	1.3802	2.0
cluttered	23	23	23	23	0.45	1.3802	0.27	1.3802	2.0
Coca	214	23	16	9	4.2	2.3324	0.27	1.3802	2.0
commenced	27	23	27	23	0.53	1.4472	0.27	1.3802	2.0
comprised	24	23	24	23	0.47	1.3979	0.27	1.3802	2.0
conga	42	23	38	22	0.82	1.6335	0.27	1.3802	2.0
coupling	26	23	25	22	0.51	1.4314	0.27	1.3802	2.0
crafted	25	23	24	22	0.49	1.415	0.27	1.3802	2.0
cruises	29	23	27	22	0.57	1.4771	0.27	1.3802	2.0
crumpled	27	23	26	22	0.53	1.4472	0.27	1.3802	2.0
Cyclops	65	23	7	6	1.27	1.8195	0.27	1.3802	2.0
debriefed	24	23	24	23	0.47	1.3979	0.27	1.3802	2.0
decreed	26	23	26	23	0.51	1.4314	0.27	1.3802	2.0
dismay	23	23	23	23	0.45	1.3802	0.27	1.3802	2.0
dogging	23	23	21	21	0.45	1.3802	0.27	1.3802	2.0
doings	24	23	24	23	0.47	1.3979	0.27	1.3802	2.0
Downing	39	23	9	9	0.76	1.6021	0.27	1.3802	2.0
dressings	24	23	23	22	0.47	1.3979	0.27	1.3802	2.0
duckling	39	23	31	20	0.76	1.6021	0.27	1.3802	2.0
eaters	23	23	22	22	0.45	1.3802	0.27	1.3802	2.0
encased	26	23	26	23	0.51	1.4314	0.27	1.3802	2.0
endures	25	23	25	23	0.49	1.415	0.27	1.3802	2.0
errant	25	23	25	23	0.49	1.415	0.27	1.3802	2.0
expands	27	23	26	22	0.53	1.4472	0.27	1.3802	2.0
exports	26	23	17	17	0.51	1.4314	0.27	1.3802	2.0
fabled	23	23	22	22	0.45	1.3802	0.27	1.3802	2.0
fairer	24	23	23	22	0.47	1.3979	0.27	1.3802	2.0
fatten	23	23	20	20	0.45	1.3802	0.27	1.3802	2.0
fibre	33	23	32	23	0.65	1.5315	0.27	1.3802	2.0
Fielding	108	23	17	10	2.12	2.0374	0.27	1.3802	2.0
fifties	34	23	27	20	0.67	1.5441	0.27	1.3802	2.0
fixer	36	23	20	20	0.71	1.5682	0.27	1.3802	2.0
flailing	23	23	23	23	0.45	1.3802	0.27	1.3802	2.0
Follies	43	23	8	7	0.84	1.6435	0.27	1.3802	2.0
forties	26	23	20	18	0.51	1.4314	0.27	1.3802	2.0
fossils	31	23	24	20	0.61	1.5051	0.27	1.3802	2.0
fruitless	23	23	23	23	0.45	1.3802	0.27	1.3802	2.0
Garner	61	23	9	9	1.2	1.7924	0.27	1.3802	2.0
garnish	27	23	25	22	0.53	1.4472	0.27	1.3802	2.0
Gatsby	36	23	0	0	0.71	1.5682	0.27	1.3802	2.0
geeky	24	23	22	21	0.47	1.3979	0.27	1.3802	2.0
gentler	25	23	24	22	0.49	1.415	0.27	1.3802	2.0
girlish	23	23	22	22	0.45	1.3802	0.27	1.3802	2.0
glitches	23	23	23	23	0.45	1.3802	0.27	1.3802	2.0
goodie	25	23	18	17	0.49	1.415	0.27	1.3802	2.0
goulash	41	23	33	21	0.8	1.6232	0.27	1.3802	2.0
gripping	26	23	19	18	0.51	1.4314	0.27	1.3802	2.0
hairspray	38	23	24	17	0.75	1.5911	0.27	1.3802	2.0
harbors	26	23	22	20	0.51	1.4314	0.27	1.3802	2.0
hatching	25	23	24	22	0.49	1.415	0.27	1.3802	2.0
heartbeats	25	23	24	22	0.49	1.415	0.27	1.3802	2.0
heartland	28	23	24	21	0.55	1.4624	0.27	1.3802	2.0
Hiro	90	23	0	0	1.76	1.959	0.27	1.3802	2.0
homeboys	28	23	24	20	0.55	1.4624	0.27	1.3802	2.0
hurtling	23	23	23	23	0.45	1.3802	0.27	1.3802	2.0
infer	29	23	27	22	0.57	1.4771	0.27	1.3802	2.0
Jekyll	150	23	1	1	2.94	2.179	0.27	1.3802	2.0
jumbled	25	23	23	22	0.49	1.415	0.27	1.3802	2.0
keynote	33	23	30	22	0.65	1.5315	0.27	1.3802	2.0
kiwi	40	23	22	17	0.78	1.6128	0.27	1.3802	2.0
labored	25	23	21	20	0.49	1.415	0.27	1.3802	2.0
landscapes	28	23	28	23	0.55	1.4624	0.27	1.3802	2.0
lanterns	31	23	30	23	0.61	1.5051	0.27	1.3802	2.0
laundered	24	23	24	23	0.47	1.3979	0.27	1.3802	2.0
leasing	27	23	27	23	0.53	1.4472	0.27	1.3802	2.0
Lido	33	23	9	5	0.65	1.5315	0.27	1.3802	2.0
Luger	53	23	0	0	1.04	1.7324	0.27	1.3802	2.0
madmen	25	23	22	21	0.49	1.415	0.27	1.3802	2.0
maidens	27	23	26	22	0.53	1.4472	0.27	1.3802	2.0
maudlin	24	23	24	23	0.47	1.3979	0.27	1.3802	2.0
membranes	28	23	26	22	0.55	1.4624	0.27	1.3802	2.0
midwife	29	23	25	21	0.57	1.4771	0.27	1.3802	2.0
mindful	25	23	22	21	0.49	1.415	0.27	1.3802	2.0
montage	57	23	39	19	1.12	1.7634	0.27	1.3802	2.0
Morales	65	23	1	1	1.27	1.8195	0.27	1.3802	2.0
Mormons	52	23	2	2	1.02	1.7243	0.27	1.3802	2.0
motley	26	23	13	13	0.51	1.4314	0.27	1.3802	2.0
mucking	23	23	20	20	0.45	1.3802	0.27	1.3802	2.0
musket	50	23	31	21	0.98	1.7076	0.27	1.3802	2.0
Nelly	65	23	4	4	1.27	1.8195	0.27	1.3802	2.0
nesting	30	23	28	21	0.59	1.4914	0.27	1.3802	2.0
nestled	23	23	21	21	0.45	1.3802	0.27	1.3802	2.0
nitrous	35	23	25	18	0.69	1.5563	0.27	1.3802	2.0
nobles	76	23	60	19	1.49	1.8865	0.27	1.3802	2.0
nudist	33	23	29	21	0.65	1.5315	0.27	1.3802	2.0
obscured	28	23	28	23	0.55	1.4624	0.27	1.3802	2.0
parlors	27	23	26	22	0.53	1.4472	0.27	1.3802	2.0
parrots	27	23	23	20	0.53	1.4472	0.27	1.3802	2.0
patents	39	23	35	23	0.76	1.6021	0.27	1.3802	2.0
patter	36	23	30	22	0.71	1.5682	0.27	1.3802	2.0
patting	27	23	26	23	0.53	1.4472	0.27	1.3802	2.0
pharaohs	25	23	15	14	0.49	1.415	0.27	1.3802	2.0
playroom	41	23	38	22	0.8	1.6232	0.27	1.3802	2.0
Pollock	101	23	2	2	1.98	2.0086	0.27	1.3802	2.0
pollute	23	23	23	23	0.45	1.3802	0.27	1.3802	2.0
Quaker	62	23	0	0	1.22	1.7993	0.27	1.3802	2.0
renders	25	23	24	22	0.49	1.415	0.27	1.3802	2.0
replies	28	23	24	20	0.55	1.4624	0.27	1.3802	2.0
restock	23	23	21	21	0.45	1.3802	0.27	1.3802	2.0
robbin	29	23	24	20	0.57	1.4771	0.27	1.3802	2.0
Roper	93	23	7	6	1.82	1.9731	0.27	1.3802	2.0
ruffles	28	23	22	19	0.55	1.4624	0.27	1.3802	2.0
rumbles	30	23	28	21	0.59	1.4914	0.27	1.3802	2.0
rummage	40	23	39	23	0.78	1.6128	0.27	1.3802	2.0
sanctum	33	23	29	20	0.65	1.5315	0.27	1.3802	2.0
scolding	24	23	23	22	0.47	1.3979	0.27	1.3802	2.0
screamer	52	23	26	22	1.02	1.7243	0.27	1.3802	2.0
seething	23	23	19	19	0.45	1.3802	0.27	1.3802	2.0
seismic	31	23	24	18	0.61	1.5051	0.27	1.3802	2.0
Sellers	86	23	17	16	1.69	1.9395	0.27	1.3802	2.0
sequins	28	23	26	22	0.55	1.4624	0.27	1.3802	2.0
Seville	39	23	0	0	0.76	1.6021	0.27	1.3802	2.0
shedding	25	23	22	20	0.49	1.415	0.27	1.3802	2.0
shipmates	34	23	31	22	0.67	1.5441	0.27	1.3802	2.0
shipyard	43	23	41	22	0.84	1.6435	0.27	1.3802	2.0
shoeshine	36	23	30	19	0.71	1.5682	0.27	1.3802	2.0
shoreline	28	23	24	20	0.55	1.4624	0.27	1.3802	2.0
shortened	24	23	24	23	0.47	1.3979	0.27	1.3802	2.0
showgirls	31	23	21	17	0.61	1.5051	0.27	1.3802	2.0
shyster	28	23	28	23	0.55	1.4624	0.27	1.3802	2.0
Sistine	31	23	0	0	0.61	1.5051	0.27	1.3802	2.0
sizing	23	23	20	20	0.45	1.3802	0.27	1.3802	2.0
skaters	64	23	58	22	1.25	1.8129	0.27	1.3802	2.0
solvent	28	23	25	22	0.55	1.4624	0.27	1.3802	2.0
spousal	26	23	21	19	0.51	1.4314	0.27	1.3802	2.0
spreader	35	23	33	21	0.69	1.5563	0.27	1.3802	2.0
staggered	26	23	25	22	0.51	1.4314	0.27	1.3802	2.0
stamping	28	23	25	21	0.55	1.4624	0.27	1.3802	2.0
stapled	24	23	24	23	0.47	1.3979	0.27	1.3802	2.0
stately	23	23	23	23	0.45	1.3802	0.27	1.3802	2.0
stigma	27	23	25	22	0.53	1.4472	0.27	1.3802	2.0
straddle	26	23	24	21	0.51	1.4314	0.27	1.3802	2.0
swami	37	23	26	16	0.73	1.5798	0.27	1.3802	2.0
teensy	24	23	21	21	0.47	1.3979	0.27	1.3802	2.0
throwback	26	23	22	20	0.51	1.4314	0.27	1.3802	2.0
toga	47	23	30	20	0.92	1.6812	0.27	1.3802	2.0
township	25	23	22	21	0.49	1.415	0.27	1.3802	2.0
tractors	30	23	28	21	0.59	1.4914	0.27	1.3802	2.0
unfolds	23	23	22	22	0.45	1.3802	0.27	1.3802	2.0
unnamed	25	23	22	20	0.49	1.415	0.27	1.3802	2.0
vegan	33	23	28	21	0.65	1.5315	0.27	1.3802	2.0
veneer	45	23	28	22	0.88	1.6628	0.27	1.3802	2.0
vittles	29	23	24	22	0.57	1.4771	0.27	1.3802	2.0
wagging	24	23	21	21	0.47	1.3979	0.27	1.3802	2.0
warlords	23	23	21	21	0.45	1.3802	0.27	1.3802	2.0
wetter	24	23	23	22	0.47	1.3979	0.27	1.3802	2.0
whammy	34	23	29	22	0.67	1.5441	0.27	1.3802	2.0
witless	24	23	24	23	0.47	1.3979	0.27	1.3802	2.0
Woodland	57	23	16	14	1.12	1.7634	0.27	1.3802	2.0
yellows	24	23	22	21	0.47	1.3979	0.27	1.3802	2.0
Yiddish	37	23	0	0	0.73	1.5798	0.27	1.3802	2.0
Yuletide	27	23	10	9	0.53	1.4472	0.27	1.3802	2.0
Asher	122	22	2	1	2.39	2.0899	0.26	1.3617	2.0
backdrop	24	22	24	22	0.47	1.3979	0.26	1.3617	2.0
backwoods	27	22	27	22	0.53	1.4472	0.26	1.3617	2.0
balding	28	22	28	22	0.55	1.4624	0.26	1.3617	2.0
barman	28	22	19	14	0.55	1.4624	0.26	1.3617	2.0
barroom	28	22	27	21	0.55	1.4624	0.26	1.3617	2.0
Bastille	40	22	5	5	0.78	1.6128	0.26	1.3617	2.0
bested	26	22	24	21	0.51	1.4314	0.26	1.3617	2.0
binder	39	22	26	18	0.76	1.6021	0.26	1.3617	2.0
bookstores	25	22	24	21	0.49	1.415	0.26	1.3617	2.0
boosters	33	22	28	19	0.65	1.5315	0.26	1.3617	2.0
bouquets	30	22	22	18	0.59	1.4914	0.26	1.3617	2.0
brainwash	22	22	22	22	0.43	1.3617	0.26	1.3617	2.0
breeder	40	22	38	22	0.78	1.6128	0.26	1.3617	2.0
Bridgeport	33	22	0	0	0.65	1.5315	0.26	1.3617	2.0
brightness	30	22	29	22	0.59	1.4914	0.26	1.3617	2.0
bunkers	40	22	34	19	0.78	1.6128	0.26	1.3617	2.0
bushy	25	22	21	20	0.49	1.415	0.26	1.3617	2.0
busload	24	22	24	22	0.47	1.3979	0.26	1.3617	2.0
cabby	38	22	20	17	0.75	1.5911	0.26	1.3617	2.0
Carole	118	22	0	0	2.31	2.0755	0.26	1.3617	2.0
Caymans	32	22	0	0	0.63	1.5185	0.26	1.3617	2.0
Cedars	38	22	4	3	0.75	1.5911	0.26	1.3617	2.0
chassis	33	22	25	22	0.65	1.5315	0.26	1.3617	2.0
clawing	25	22	24	22	0.49	1.415	0.26	1.3617	2.0
coating	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
cocking	25	22	25	22	0.49	1.415	0.26	1.3617	2.0
consist	22	22	22	22	0.43	1.3617	0.26	1.3617	2.0
conveyed	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
corrupts	26	22	26	22	0.51	1.4314	0.26	1.3617	2.0
crewman	50	22	33	17	0.98	1.7076	0.26	1.3617	2.0
cussing	27	22	26	22	0.53	1.4472	0.26	1.3617	2.0
damning	22	22	21	21	0.43	1.3617	0.26	1.3617	2.0
deadbeats	26	22	24	21	0.51	1.4314	0.26	1.3617	2.0
debates	26	22	25	21	0.51	1.4314	0.26	1.3617	2.0
deflect	27	22	27	22	0.53	1.4472	0.26	1.3617	2.0
Delhi	37	22	0	0	0.73	1.5798	0.26	1.3617	2.0
denounced	30	22	29	21	0.59	1.4914	0.26	1.3617	2.0
derail	29	22	26	22	0.57	1.4771	0.26	1.3617	2.0
Derrick	68	22	6	4	1.33	1.8388	0.26	1.3617	2.0
diction	25	22	23	21	0.49	1.415	0.26	1.3617	2.0
displease	22	22	22	22	0.43	1.3617	0.26	1.3617	2.0
drawbridge	27	22	27	22	0.53	1.4472	0.26	1.3617	2.0
Duluth	35	22	1	1	0.69	1.5563	0.26	1.3617	2.0
eighties	28	22	17	15	0.55	1.4624	0.26	1.3617	2.0
elapsed	25	22	22	19	0.49	1.415	0.26	1.3617	2.0
embarked	24	22	23	21	0.47	1.3979	0.26	1.3617	2.0
endgame	28	22	27	22	0.55	1.4624	0.26	1.3617	2.0
entails	22	22	22	22	0.43	1.3617	0.26	1.3617	2.0
fatigued	24	22	24	22	0.47	1.3979	0.26	1.3617	2.0
filler	28	22	24	19	0.55	1.4624	0.26	1.3617	2.0
flogging	25	22	24	22	0.49	1.415	0.26	1.3617	2.0
flurry	24	22	24	22	0.47	1.3979	0.26	1.3617	2.0
fondle	25	22	22	21	0.49	1.415	0.26	1.3617	2.0
forearms	24	22	24	22	0.47	1.3979	0.26	1.3617	2.0
gaggle	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
gearing	24	22	23	21	0.47	1.3979	0.26	1.3617	2.0
genome	26	22	21	18	0.51	1.4314	0.26	1.3617	2.0
gentile	26	22	20	17	0.51	1.4314	0.26	1.3617	2.0
Glendale	45	22	0	0	0.88	1.6628	0.26	1.3617	2.0
glossy	24	22	23	22	0.47	1.3979	0.26	1.3617	2.0
grandstand	31	22	30	21	0.61	1.5051	0.26	1.3617	2.0
graveyards	22	22	21	21	0.43	1.3617	0.26	1.3617	2.0
groundwork	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
gumption	24	22	22	21	0.47	1.3979	0.26	1.3617	2.0
gymnast	30	22	30	22	0.59	1.4914	0.26	1.3617	2.0
Haiti	79	22	0	0	1.55	1.9031	0.26	1.3617	2.0
harebrained	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
header	25	22	24	21	0.49	1.415	0.26	1.3617	2.0
hiccup	27	22	26	21	0.53	1.4472	0.26	1.3617	2.0
hotcakes	26	22	23	21	0.51	1.4314	0.26	1.3617	2.0
houseboat	40	22	37	21	0.78	1.6128	0.26	1.3617	2.0
Humpty	26	22	1	1	0.51	1.4314	0.26	1.3617	2.0
hundredth	22	22	21	21	0.43	1.3617	0.26	1.3617	2.0
inflate	25	22	21	18	0.49	1.415	0.26	1.3617	2.0
ingest	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
Jameson	93	22	0	0	1.82	1.9731	0.26	1.3617	2.0
jilted	25	22	23	21	0.49	1.415	0.26	1.3617	2.0
kazoo	31	22	30	22	0.61	1.5051	0.26	1.3617	2.0
knockoff	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
Kuwait	48	22	0	0	0.94	1.6902	0.26	1.3617	2.0
larvae	29	22	25	19	0.57	1.4771	0.26	1.3617	2.0
lesion	30	22	26	20	0.59	1.4914	0.26	1.3617	2.0
loathing	25	22	21	20	0.49	1.415	0.26	1.3617	2.0
Merman	33	22	5	4	0.65	1.5315	0.26	1.3617	2.0
micro	29	22	19	16	0.57	1.4771	0.26	1.3617	2.0
monies	25	22	23	20	0.49	1.415	0.26	1.3617	2.0
mover	23	22	22	21	0.45	1.3802	0.26	1.3617	2.0
musty	25	22	21	19	0.49	1.415	0.26	1.3617	2.0
nipper	29	22	19	19	0.57	1.4771	0.26	1.3617	2.0
nouveau	28	22	22	16	0.55	1.4624	0.26	1.3617	2.0
Ortho	28	22	5	5	0.55	1.4624	0.26	1.3617	2.0
paltry	26	22	26	22	0.51	1.4314	0.26	1.3617	2.0
Panthers	71	22	4	3	1.39	1.8573	0.26	1.3617	2.0
Paolo	80	22	0	0	1.57	1.9085	0.26	1.3617	2.0
parka	31	22	31	22	0.61	1.5051	0.26	1.3617	2.0
parlay	34	22	33	21	0.67	1.5441	0.26	1.3617	2.0
pellet	67	22	56	20	1.31	1.8325	0.26	1.3617	2.0
phantoms	25	22	15	14	0.49	1.415	0.26	1.3617	2.0
pileup	40	22	32	22	0.78	1.6128	0.26	1.3617	2.0
pixie	42	22	26	18	0.82	1.6335	0.26	1.3617	2.0
planter	32	22	30	21	0.63	1.5185	0.26	1.3617	2.0
playpen	35	22	33	21	0.69	1.5563	0.26	1.3617	2.0
plunging	23	22	21	20	0.45	1.3802	0.26	1.3617	2.0
plywood	23	22	22	22	0.45	1.3802	0.26	1.3617	2.0
porky	30	22	15	10	0.59	1.4914	0.26	1.3617	2.0
potholes	24	22	23	22	0.47	1.3979	0.26	1.3617	2.0
promo	36	22	30	19	0.71	1.5682	0.26	1.3617	2.0
promotes	23	22	22	21	0.45	1.3802	0.26	1.3617	2.0
pruning	25	22	24	21	0.49	1.415	0.26	1.3617	2.0
pudgy	32	22	20	19	0.63	1.5185	0.26	1.3617	2.0
pursuits	24	22	23	21	0.47	1.3979	0.26	1.3617	2.0
quiver	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
raccoons	30	22	26	20	0.59	1.4914	0.26	1.3617	2.0
ranches	27	22	27	22	0.53	1.4472	0.26	1.3617	2.0
recoil	22	22	21	21	0.43	1.3617	0.26	1.3617	2.0
redid	24	22	24	22	0.47	1.3979	0.26	1.3617	2.0
Redwood	37	22	17	17	0.73	1.5798	0.26	1.3617	2.0
reeking	23	22	21	20	0.45	1.3802	0.26	1.3617	2.0
reproach	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
respite	24	22	23	21	0.47	1.3979	0.26	1.3617	2.0
rewrote	41	22	38	22	0.8	1.6232	0.26	1.3617	2.0
rudely	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
salvaged	22	22	22	22	0.43	1.3617	0.26	1.3617	2.0
sandstorm	42	22	33	18	0.82	1.6335	0.26	1.3617	2.0
scooping	25	22	21	19	0.49	1.415	0.26	1.3617	2.0
scoping	25	22	20	19	0.49	1.415	0.26	1.3617	2.0
scribble	32	22	28	21	0.63	1.5185	0.26	1.3617	2.0
scruffy	28	22	19	19	0.55	1.4624	0.26	1.3617	2.0
scuffle	22	22	22	22	0.43	1.3617	0.26	1.3617	2.0
semblance	22	22	22	22	0.43	1.3617	0.26	1.3617	2.0
shadowed	29	22	23	21	0.57	1.4771	0.26	1.3617	2.0
Siam	126	22	0	0	2.47	2.1038	0.26	1.3617	2.0
skeptic	25	22	21	20	0.49	1.415	0.26	1.3617	2.0
skinheads	37	22	31	20	0.73	1.5798	0.26	1.3617	2.0
slowest	23	22	22	21	0.45	1.3802	0.26	1.3617	2.0
sniffles	25	22	22	20	0.49	1.415	0.26	1.3617	2.0
snowflakes	33	22	27	20	0.65	1.5315	0.26	1.3617	2.0
sobered	22	22	21	21	0.43	1.3617	0.26	1.3617	2.0
sonnet	39	22	33	21	0.76	1.6021	0.26	1.3617	2.0
splashes	23	22	21	20	0.45	1.3802	0.26	1.3617	2.0
squabble	23	22	23	22	0.45	1.3802	0.26	1.3617	2.0
squadrons	31	22	27	18	0.61	1.5051	0.26	1.3617	2.0
stipend	22	22	22	22	0.43	1.3617	0.26	1.3617	2.0
stopwatch	37	22	31	20	0.73	1.5798	0.26	1.3617	2.0
storefront	23	22	22	21	0.45	1.3802	0.26	1.3617	2.0
stumbles	23	22	21	21	0.45	1.3802	0.26	1.3617	2.0
Sudan	42	22	0	0	0.82	1.6335	0.26	1.3617	2.0
sulphur	43	22	29	14	0.84	1.6435	0.26	1.3617	2.0
tackling	25	22	24	22	0.49	1.415	0.26	1.3617	2.0
tactful	29	22	24	20	0.57	1.4771	0.26	1.3617	2.0
tantrums	24	22	23	21	0.47	1.3979	0.26	1.3617	2.0
tarmac	22	22	21	21	0.43	1.3617	0.26	1.3617	2.0
tearful	22	22	20	20	0.43	1.3617	0.26	1.3617	2.0
